ENST00000263100.8	A1BG	NM_130786.4
ENST00000343959.5	FAM25A	NM_001146157.3
ENST00000617224.3	FAM25C	NM_001137548.3
ENST00000263384.12	FAM32A	NM_014077.4
ENST00000447601.7	FAM3A	NM_021806.4
ENST00000357985.7	FAM3B	NM_058186.4
ENST00000359943.8	FAM3C	NM_014888.3
ENST00000358781.7	FAM3D	NM_138805.3
ENST00000329759.6	FAM43A	NM_153690.5
ENST00000332947.6	FAM43B	NM_207334.3
ENST00000329357.6	FAM47B	NM_152631.3
ENST00000358047.5	FAM47C	NM_001013736.3
ENST00000424749.7	FAM47E	NM_001136570.3
ENST00000393600.8	FAM50A	NM_004699.4
ENST00000648326.1	FAM50B	NM_012135.3
ENST00000337318.8	FAM53B	NM_014661.4
ENST00000239906.10	FAM53C	NM_016605.3
ENST00000294829.5	FAM71A	NM_153606.4
ENST00000302938.4	FAM71B	NM_130899.3
ENST00000324341.2	FAM71C	NM_153364.4
ENST00000600100.6	FAM71E1	NM_001308429.2
ENST00000424985.3	FAM71E2	NM_001145402.2
ENST00000367128.8	FAM72A	NM_001123168.3
ENST00000400889.3	FAM72D	NM_207418.3
ENST00000373954.11	FAM76A	NM_152660.3
ENST00000358780.10	FAM76B	NM_144664.5
ENST00000372271.4	FAM78A	NM_033387.4
ENST00000354422.4	FAM78B	NM_001017961.5
ENST00000288228.10	FAM81A	NM_152450.3
ENST00000283357.10	FAM81B	NM_152548.3
ENST00000306858.8	FAM83B	NM_001010872.3
ENST00000374408.4	FAM83C	NM_178468.6
ENST00000619850.2	FAM83D	NM_030919.3
ENST00000263266.4	FAM83E	NM_017708.4
ENST00000333407.11	FAM83F	NM_138435.4
ENST00000388995.11	FAM83G	NM_001039999.3
ENST00000388913.4	FAM83H	NM_198488.5
ENST00000366654.5	FAM89A	NM_198552.3
ENST00000530349.2	FAM89B	NM_001098785.2
ENST00000259963.4	FAM8A1	NM_016255.3
ENST00000538603.6	FAM90A1	NM_018088.3
ENST00000334705.12	FAM91A1	NM_144963.4
ENST00000238823.13	FAM98A	NM_015475.5
ENST00000397609.6	FAM98B	NM_173611.4
ENST00000381003.7	FAM9A	NM_174951.3
ENST00000327220.10	FAM9B	NM_205849.3
ENST00000380625.8	FAM9C	NM_174901.6
ENST00000362065.9	FAN1	NM_014967.5
ENST00000389301.8	FANCA	NM_000135.4
ENST00000650831.1	FANCB	NM_001018113.3
ENST00000289081.8	FANCC	NM_000136.3
ENST00000675286.1	FANCD2	NM_001018115.3
ENST00000450660.3	FANCD2OS	NM_001164839.2
ENST00000229769.3	FANCE	NM_021922.3
ENST00000327470.6	FANCF	NM_022725.4
ENST00000378643.8	FANCG	NM_004629.2
ENST00000310775.12	FANCI	NM_001113378.2
ENST00000233741.9	FANCL	NM_018062.4
ENST00000267430.10	FANCM	NM_020937.4
ENST00000368693.6	FANK1	NM_145235.5
ENST00000188790.9	FAP	NM_004460.5
ENST00000354817.8	FAR1	NM_032228.6
ENST00000536681.8	FAR2	NM_001271783.2
ENST00000319562.11	FARP1	NM_005766.4
ENST00000264042.8	FARP2	NM_014808.4
ENST00000274680.9	FARS2	NM_006567.5
ENST00000314606.9	FARSA	NM_004461.3
ENST00000281828.8	FARSB	NM_005687.5
ENST00000652046.1	FAS	NM_000043.6
ENST00000367721.3	FASLG	NM_000639.3
ENST00000306749.4	FASN	NM_004104.5
ENST00000297532.11	FASTK	NM_006712.5
ENST00000453153.7	FASTKD1	NM_024622.6
ENST00000402774.8	FASTKD2	NM_001136193.2
ENST00000264669.10	FASTKD3	NM_024091.4
ENST00000380266.4	FASTKD5	NM_021826.5
ENST00000441802.7	FAT1	NM_005245.4
ENST00000525166.6	FAT3	NM_001367949.2
ENST00000394329.9	FAT4	NM_001291303.3
ENST00000370350.7	FATE1	NM_033085.3
ENST00000529639.6	FAU	NM_001997.5
ENST00000389677.6	FAXC	NM_032511.4
ENST00000326080.10	FAXDC2	NM_032385.5
ENST00000362091.9	FBH1	NM_178150.3
ENST00000221801.8	FBL	NM_001436.4
ENST00000375766.8	FBLIM1	NM_017556.4
ENST00000338333.5	FBLL1	NM_001355274.2
ENST00000327858.11	FBLN1	NM_006486.3
ENST00000404922.8	FBLN2	NM_001004019.2
ENST00000342058.9	FBLN5	NM_006329.4
ENST00000331203.7	FBLN7	NM_153214.3
ENST00000316623.10	FBN1	NM_000138.5
ENST00000262464.9	FBN2	NM_001999.4
ENST00000600128.6	FBN3	NM_032447.5
ENST00000375326.9	FBP1	NM_000507.4
ENST00000375337.4	FBP2	NM_003837.4
ENST00000356166.11	FBRS	NM_001105079.3
ENST00000680143.1	FBRSL1	NM_001367871.1
ENST00000247977.9	FBXL12	NM_017703.3
ENST00000339235.4	FBXL14	NM_152441.3
ENST00000397621.6	FBXL16	NM_153350.4
ENST00000542267.7	FBXL17	NM_001163315.3
ENST00000382368.8	FBXL18	NM_024963.6
ENST00000338343.10	FBXL19	NM_001382779.1
ENST00000484457.6	FBXL2	NM_012157.5
ENST00000264658.11	FBXL20	NM_032875.3
ENST00000638704.2	FBXL22	NM_001367807.1
ENST00000355619.10	FBXL3	NM_012158.4
ENST00000369244.7	FBXL4	NM_001278716.2
ENST00000341285.8	FBXL5	NM_012161.4
ENST00000331890.6	FBXL6	NM_012162.4
ENST00000504595.2	FBXL7	NM_012304.5
ENST00000258200.8	FBXL8	NM_018378.3
ENST00000432825.7	FBXO10	NM_012166.3
ENST00000403359.8	FBXO11	NM_001190274.2
ENST00000419743.7	FBXO15	NM_001142958.2
ENST00000380254.7	FBXO16	NM_172366.4
ENST00000292852.9	FBXO17	NM_024907.7
ENST00000354287.5	FBXO2	NM_012168.6
ENST00000622495.5	FBXO21	NM_015002.3
ENST00000308275.8	FBXO22	NM_147188.3
ENST00000241071.11	FBXO24	NM_033506.3
ENST00000350302.8	FBXO25	NM_183420.2
ENST00000292853.9	FBXO27	NM_178820.5
ENST00000366862.10	FBXO28	NM_015176.4
ENST00000265651.8	FBXO3	NM_012175.4
ENST00000237281.5	FBXO30	NM_032145.5
ENST00000311635.12	FBXO31	NM_024735.5
ENST00000517956.5	FBXO32	NM_058229.4
ENST00000313833.5	FBXO34	NM_017943.4
ENST00000283946.8	FBXO36	NM_174899.5
ENST00000340253.10	FBXO38	NM_205836.3
ENST00000321535.5	FBXO39	NM_153230.3
ENST00000281623.8	FBXO4	NM_012176.3
ENST00000338040.6	FBXO40	NM_016298.4
ENST00000520530.3	FBXO41	NM_001371389.2
ENST00000375592.8	FBXO42	NM_018994.3
ENST00000428847.3	FBXO43	NM_001029860.4
ENST00000251547.10	FBXO44	NM_033182.7
ENST00000311630.7	FBXO45	NM_001105573.2
ENST00000317683.4	FBXO46	NM_001080469.2
ENST00000378079.3	FBXO47	NM_001008777.3
ENST00000377957.4	FBXO48	NM_001024680.3
ENST00000229758.8	FBXO5	NM_012177.5
ENST00000376753.9	FBXO6	NM_018438.6
ENST00000266087.12	FBXO7	NM_012179.4
ENST00000393674.7	FBXO8	NM_012180.3
ENST00000323557.12	FBXO9	NM_033480.3
ENST00000395665.9	FBXW10	NM_001267585.2
ENST00000517395.6	FBXW11	NM_001378974.1
ENST00000296438.9	FBXW12	NM_207102.2
ENST00000608872.6	FBXW2	NM_012164.4
ENST00000331272.9	FBXW4	NM_022039.4
ENST00000325285.8	FBXW5	NM_018998.4
ENST00000281708.10	FBXW7	NM_001349798.2
ENST00000652555.1	FBXW8	NM_153348.3
ENST00000393261.8	FBXW9	NM_032301.3
ENST00000324852.9	FCAMR	NM_001170631.2
ENST00000355524.8	FCAR	NM_002000.4
ENST00000289902.2	FCER1G	NM_004106.2
ENST00000597921.6	FCER2	NM_001220500.2
ENST00000341162.8	FCF1	NM_015962.5
ENST00000369168.5	FCGR1A	NM_000566.4
ENST00000271450.12	FCGR2A	NM_001136219.3
ENST00000443193.6	FCGR3A	NM_000569.8
ENST00000650385.1	FCGR3B	NM_001244753.2
ENST00000221466.10	FCGRT	NM_001136019.3
ENST00000430046.7	FCHO2	NM_138782.3
ENST00000435817.7	FCHSD1	NM_033449.3
ENST00000409418.9	FCHSD2	NM_014824.3
ENST00000367091.8	FCMR	NM_005449.5
ENST00000371806.4	FCN1	NM_002003.5
ENST00000291744.11	FCN2	NM_004108.3
ENST00000270879.9	FCN3	NM_003665.4
ENST00000368176.8	FCRL1	NM_052938.5
ENST00000361516.8	FCRL2	NM_030764.4
ENST00000368184.8	FCRL3	NM_052939.4
ENST00000271532.2	FCRL4	NM_031282.3
ENST00000361835.8	FCRL5	NM_031281.3
ENST00000368106.4	FCRL6	NM_001004310.3
ENST00000236938.12	FCRLA	NM_032738.4
ENST00000288078.11	FCSK	NM_145059.3
ENST00000317987.6	FDCSP	NM_152997.4
ENST00000220584.9	FDFT1	NM_004462.5
ENST00000368356.9	FDPS	NM_002004.4
ENST00000260270.3	FDX1	NM_004109.5
ENST00000393708.3	FDX2	NM_001031734.4
ENST00000260257.9	FDXACB1	NM_138378.3
ENST00000293195.10	FDXR	NM_024417.5
ENST00000262093.11	FECH	NM_000140.5
ENST00000269856.5	FEM1A	NM_018708.3
ENST00000306917.5	FEM1B	NM_015322.5
ENST00000274457.5	FEM1C	NM_020177.3
ENST00000305885.3	FEN1	NM_004111.6
ENST00000281092.9	FER	NM_005246.4
ENST00000624922.6	FER1L5	NM_001293083.2
ENST00000522917.5	FER1L6	NM_001039112.2
ENST00000275461.3	FERD3L	NM_152898.2
ENST00000217289.9	FERMT1	NM_017671.5
ENST00000341590.8	FERMT2	NM_006832.3
ENST00000345728.10	FERMT3	NM_031471.6
ENST00000328850.8	FES	NM_002005.4
ENST00000265029.8	FETUB	NM_014375.3
ENST00000295727.2	FEV	NM_017521.3
ENST00000278919.8	FEZ1	NM_005103.5
ENST00000405912.8	FEZ2	NM_005102.3
ENST00000442488.7	FEZF1	NM_001024613.4
ENST00000283268.8	FEZF2	NM_018008.4
ENST00000599180.3	FFAR2	NM_001370087.1
ENST00000327809.5	FFAR3	NM_005304.5
ENST00000371481.9	FFAR4	NM_001195755.2
ENST00000403106.8	FGA	NM_021871.4
ENST00000302068.9	FGB	NM_005141.5
ENST00000375135.4	FGD1	NM_004463.3
ENST00000274963.13	FGD2	NM_173558.4
ENST00000375482.8	FGD3	NM_001083536.2
ENST00000534526.7	FGD4	NM_001370298.3
ENST00000285046.10	FGD5	NM_152536.4
ENST00000343958.9	FGD6	NM_018351.4
ENST00000337706.7	FGF1	NM_000800.5
ENST00000264664.5	FGF10	NM_004465.2
ENST00000293829.9	FGF11	NM_004112.4
ENST00000445105.7	FGF12	NM_004113.6
ENST00000315930.11	FGF13	NM_004114.5
ENST00000376143.5	FGF14	NM_004115.4
ENST00000439435.3	FGF16	NM_003868.3
ENST00000359441.4	FGF17	NM_003867.4
ENST00000274625.6	FGF18	NM_003862.3
ENST00000294312.4	FGF19	NM_005117.3
ENST00000644866.2	FGF2	NM_001361665.2
ENST00000180166.6	FGF20	NM_019851.3
ENST00000593756.6	FGF21	NM_019113.4
ENST00000237837.2	FGF23	NM_020638.3
ENST00000334134.4	FGF3	NM_005247.4
ENST00000168712.3	FGF4	NM_002007.4
ENST00000267843.9	FGF7	NM_002009.4
ENST00000344255.8	FGF8	NM_033164.4
ENST00000382353.6	FGF9	NM_002010.3
ENST00000382333.2	FGFBP1	NM_005130.5
ENST00000259989.7	FGFBP2	NM_031950.4
ENST00000311575.6	FGFBP3	NM_152429.5
ENST00000447712.7	FGFR1	NM_023110.3
ENST00000229395.8	FGFR1OP2	NM_015633.3
ENST00000358487.10	FGFR2	NM_000141.5
ENST00000440486.8	FGFR3	NM_000142.5
ENST00000292408.9	FGFR4	NM_213647.3
ENST00000510644.6	FGFRL1	NM_001004356.3
ENST00000336098.8	FGG	NM_021870.3
ENST00000303721.12	FGGY	NM_018291.5
ENST00000427924.5	FGL1	NM_004467.4
ENST00000248598.6	FGL2	NM_006682.3
ENST00000374005.8	FGR	NM_005248.3
ENST00000366560.4	FH	NM_000143.4
ENST00000511601.6	FHDC1	NM_001371116.1
ENST00000492590.6	FHIT	NM_002012.4
ENST00000370683.6	FHL1	NM_001159699.2
ENST00000530340.6	FHL2	NM_001318895.3
ENST00000373016.4	FHL3	NM_004468.5
ENST00000258201.9	FHOD1	NM_013241.3
ENST00000372338.9	FIBCD1	NM_032843.5
ENST00000318627.4	FIBIN	NM_203371.2
ENST00000357519.9	FIBP	NM_004214.5
ENST00000552695.6	FICD	NM_007076.3
ENST00000230124.8	FIG4	NM_014845.6
ENST00000332372.6	FIGLA	NM_001004311.3
ENST00000333129.4	FIGN	NM_018086.4
ENST00000618634.3	FIGNL2	NM_001384995.1
ENST00000237172.12	FILIP1	NM_015687.5
ENST00000337488.11	FIP1L1	NM_030917.4
ENST00000223136.5	FIS1	NM_016068.3
ENST00000267426.6	FITM1	NM_203402.3
ENST00000396825.4	FITM2	NM_001080472.4
ENST00000221665.5	FIZ1	NM_032836.3
ENST00000317811.6	FJX1	NM_014344.4
ENST00000321562.9	FKBP10	NM_021939.4
ENST00000550765.6	FKBP11	NM_016594.3
ENST00000222803.10	FKBP14	NM_017946.4
ENST00000238256.8	FKBP15	NM_015258.2
ENST00000400137.9	FKBP1A	NM_000801.5
ENST00000380986.9	FKBP1B	NM_004116.5
ENST00000309366.9	FKBP2	NM_004470.4
ENST00000396062.4	FKBP3	NM_002013.4
ENST00000001008.6	FKBP4	NM_002014.4
ENST00000357266.9	FKBP5	NM_004117.4
ENST00000252037.5	FKBP6	NM_003602.5
ENST00000424785.7	FKBP7	NM_181342.3
ENST00000608443.6	FKBP8	NM_012181.5
ENST00000242209.9	FKBP9	NM_007270.5
ENST00000375156.4	FKBPL	NM_022110.4
ENST00000318584.10	FKRP	NM_024301.5
ENST00000357998.10	FKTN	NM_001079802.2
ENST00000392257.8	FLACC1	NM_001127391.3
ENST00000292180.8	FLAD1	NM_025207.5
ENST00000285071.9	FLCN	NM_144997.7
ENST00000368799.2	FLG	NM_002016.2
ENST00000388718.5	FLG2	NM_001014342.3
ENST00000527786.7	FLI1	NM_002017.5
ENST00000327031.9	FLII	NM_002018.4
ENST00000369850.10	FLNA	NM_001110556.2
ENST00000295956.9	FLNB	NM_001457.4
ENST00000325888.13	FLNC	NM_001458.5
ENST00000376389.8	FLOT1	NM_005803.4
ENST00000394908.9	FLOT2	NM_004475.3
ENST00000330753.6	FLRT2	NM_013231.6
ENST00000341420.5	FLRT3	NM_198391.3
ENST00000282397.9	FLT1	NM_002019.4
ENST00000241453.12	FLT3	NM_004119.3
ENST00000597551.6	FLT3LG	NM_001459.4
ENST00000261937.11	FLT4	NM_182925.5
ENST00000366971.9	FLVCR1	NM_014053.4
ENST00000238667.9	FLVCR2	NM_017791.3
ENST00000253928.14	FLYWCH1	NM_001308068.2
ENST00000396958.8	FLYWCH2	NM_138439.3
ENST00000297534.7	FMC1	NM_197964.5
ENST00000616417.5	FMN1	NM_001277313.2
ENST00000319653.14	FMN2	NM_020066.5
ENST00000331495.8	FMNL1	NM_005892.4
ENST00000288670.14	FMNL2	NM_052905.4
ENST00000335154.10	FMNL3	NM_175736.5
ENST00000617670.6	FMO1	NM_001282693.2
ENST00000209929.10	FMO2	NM_001460.5
ENST00000367755.9	FMO3	NM_001002294.3
ENST00000367749.4	FMO4	NM_002022.3
ENST00000254090.9	FMO5	NM_001461.4
ENST00000354955.5	FMOD	NM_002023.5
ENST00000370475.9	FMR1	NM_002024.6
ENST00000370467.8	FMR1NB	NM_152578.3
ENST00000354785.11	FN1	NM_212482.4
ENST00000300784.8	FN3K	NM_022158.4
ENST00000269373.11	FN3KRP	NM_024619.4
ENST00000446176.7	FNBP1	NM_015033.3
ENST00000271234.13	FNBP1L	NM_001164473.3
ENST00000263773.10	FNBP4	NM_015308.5
ENST00000297267.14	FNDC1	NM_032532.3
ENST00000422725.4	FNDC10	NM_001242659.2
ENST00000370097.2	FNDC11	NM_001319152.2
ENST00000492622.6	FNDC3A	NM_001079673.2
ENST00000415807.7	FNDC3B	NM_022763.4
ENST00000264703.4	FNDC4	NM_022823.3
ENST00000373471.9	FNDC5	NM_153756.3
ENST00000370017.9	FNDC7	NM_001144937.3
ENST00000158009.6	FNDC8	NM_017559.4
ENST00000312349.5	FNDC9	NM_001001343.4
ENST00000510461.6	FNIP1	NM_133372.3
ENST00000264433.11	FNIP2	NM_020840.3
ENST00000302279.8	FNTA	NM_002027.3
ENST00000246166.3	FNTB	NM_002028.4
ENST00000256999.7	FOLH1	NM_004476.3
ENST00000393676.5	FOLR1	NM_016729.3
ENST00000298223.11	FOLR2	NM_000803.5
ENST00000611028.3	FOLR3	NM_000804.4
ENST00000303562.9	FOS	NM_005252.4
ENST00000353609.8	FOSB	NM_006732.3
ENST00000312562.7	FOSL1	NM_005438.5
ENST00000264716.9	FOSL2	NM_005253.4
ENST00000250448.5	FOXA1	NM_004496.5
ENST00000419308.7	FOXA2	NM_021784.5
ENST00000302177.3	FOXA3	NM_004497.3
ENST00000396057.6	FOXB1	NM_012182.3
ENST00000376708.1	FOXB2	NM_001013735.1
ENST00000645831.2	FOXC1	NM_001453.3
ENST00000649859.1	FOXC2	NM_005251.3
ENST00000615637.3	FOXD1	NM_004472.3
ENST00000334793.6	FOXD2	NM_004474.4
ENST00000371116.4	FOXD3	NM_012183.3
ENST00000382500.4	FOXD4	NM_207305.5
ENST00000342833.4	FOXD4L3	NM_199135.4
ENST00000377420.1	FOXD4L5	NM_001126334.1
ENST00000622588.2	FOXD4L6	NM_001085476.4
ENST00000375123.5	FOXE1	NM_004473.4
ENST00000335071.4	FOXE3	NM_012186.3
ENST00000262426.6	FOXF1	NM_001451.3
ENST00000645481.2	FOXF2	NM_001452.2
ENST00000313071.7	FOXG1	NM_005249.5
ENST00000377317.5	FOXH1	NM_003923.3
ENST00000306268.8	FOXI1	NM_012188.5
ENST00000388920.5	FOXI2	NM_207426.3
ENST00000428390.3	FOXI3	NM_001135649.3
ENST00000322957.7	FOXJ1	NM_001454.4
ENST00000162391.8	FOXJ2	NM_018416.3
ENST00000361346.6	FOXJ3	NM_014947.5
ENST00000328914.5	FOXK1	NM_001037165.2
ENST00000335255.10	FOXK2	NM_004514.4
ENST00000320241.5	FOXL1	NM_005250.3
ENST00000648323.1	FOXL2	NM_023067.4
ENST00000383165.4	FOXL2NB	NM_001040061.3
ENST00000359843.8	FOXM1	NM_021953.4
ENST00000579795.6	FOXN1	NM_001369369.1
ENST00000340553.8	FOXN2	NM_002158.4
ENST00000557258.6	FOXN3	NM_005197.4
ENST00000299162.10	FOXN4	NM_213596.3
ENST00000379561.6	FOXO1	NM_002015.4
ENST00000406360.2	FOXO3	NM_001455.4
ENST00000395675.7	FOXO3B	NM_001368135.1
ENST00000374259.8	FOXO4	NM_005938.4
ENST00000649528.3	FOXP1	NM_001349338.3
ENST00000350908.9	FOXP2	NM_014491.4
ENST00000376207.10	FOXP3	NM_014009.4
ENST00000307972.10	FOXP4	NM_001012426.2
ENST00000296839.5	FOXQ1	NM_033260.4
ENST00000317011.8	FOXR1	NM_181721.3
ENST00000339140.5	FOXR2	NM_198451.4
ENST00000263578.10	FOXRED1	NM_017547.4
ENST00000397224.9	FOXRED2	NM_001102371.2
ENST00000375978.5	FOXS1	NM_004118.4
ENST00000373247.7	FPGS	NM_004957.6
ENST00000304748.5	FPR1	NM_002029.4
ENST00000340023.7	FPR2	NM_001005738.2
ENST00000339223.5	FPR3	NM_002030.5
ENST00000359204.5	FRA10AC1	NM_145246.5
ENST00000512123.4	FRAS1	NM_025074.7
ENST00000371021.5	FRAT1	NM_005479.4
ENST00000371019.4	FRAT2	NM_012083.3
ENST00000380880.4	FREM1	NM_001379081.2
ENST00000280481.9	FREM2	NM_207361.6
ENST00000329798.5	FREM3	NM_001168235.2
ENST00000226798.9	FRG1	NM_004477.3
ENST00000504750.6	FRG2	NM_001286820.2
ENST00000425520.2	FRG2B	NM_001080998.2
ENST00000606080.2	FRK	NM_002031.3
ENST00000304195.8	FRMD3	NM_174938.6
ENST00000357447.7	FRMD4A	NM_018027.5
ENST00000398540.8	FRMD4B	NM_015123.3
ENST00000417257.6	FRMD5	NM_032892.5
ENST00000344768.10	FRMD6	NM_001267046.2
ENST00000298542.9	FRMD7	NM_194277.3
ENST00000317568.10	FRMD8	NM_031904.5
ENST00000377765.8	FRMPD1	NM_014907.3
ENST00000374201.8	FRMPD2	NM_001018071.4
ENST00000675598.1	FRMPD4	NM_001368397.1
ENST00000646001.2	FRRS1	NM_001361041.2
ENST00000561981.5	FRRS1L	NM_014334.4
ENST00000549921.6	FRS2	NM_001278356.2
ENST00000373018.7	FRS3	NM_006653.5
ENST00000542859.6	FRY	NM_023037.3
ENST00000358350.9	FRYL	NM_015030.2
ENST00000295113.5	FRZB	NM_001463.4
ENST00000481490.3	FSBP	NM_001256141.2
ENST00000340446.5	FSCB	NM_032135.4
ENST00000382361.8	FSCN1	NM_003088.4
ENST00000417245.7	FSCN2	NM_012418.4
ENST00000265825.6	FSCN3	NM_020369.3
ENST00000221856.11	FSD1	NM_024333.3
ENST00000481272.6	FSD1L	NM_001145313.3
ENST00000334574.12	FSD2	NM_001007122.4
ENST00000533718.2	FSHB	NM_001382289.1
ENST00000406846.7	FSHR	NM_000145.4
ENST00000350221.4	FSIP1	NM_152597.5
ENST00000424728.6	FSIP2	NM_173651.4
ENST00000256759.8	FST	NM_013409.3
ENST00000295633.8	FSTL1	NM_007085.5
ENST00000166139.9	FSTL3	NM_005860.3
ENST00000265342.12	FSTL4	NM_015082.2
ENST00000306100.10	FSTL5	NM_020116.5
ENST00000397746.8	FTCD	NM_206965.2
ENST00000273550.12	FTH1	NM_002032.3
ENST00000359202.5	FTHL17	NM_031894.3
ENST00000331825.11	FTL	NM_000146.4
ENST00000321339.3	FTMT	NM_177478.2
ENST00000471389.6	FTO	NM_001080432.3
ENST00000348411.3	FTSJ1	NM_012280.4
ENST00000427159.7	FTSJ3	NM_017647.4
ENST00000370768.7	FUBP1	NM_003902.5
ENST00000319725.10	FUBP3	NM_003934.2
ENST00000374479.4	FUCA1	NM_000147.5
ENST00000002165.11	FUCA2	NM_032020.5
ENST00000378045.5	FUNDC1	NM_173794.4
ENST00000369498.8	FUNDC2	NM_023934.4
ENST00000278025.9	FUOM	NM_001098483.3
ENST00000268171.8	FURIN	NM_002569.4
ENST00000254108.12	FUS	NM_004960.4
ENST00000645652.2	FUT1	NM_001384359.1
ENST00000327671.10	FUT10	NM_032664.3
ENST00000372841.8	FUT11	NM_173540.3
ENST00000425340.3	FUT2	NM_000511.6
ENST00000588525.1	FUT5	NM_002034.2
ENST00000314412.7	FUT7	NM_004479.4
ENST00000673929.1	FUT8	NM_001371533.1
ENST00000302103.6	FUT9	NM_006581.4
ENST00000313777.9	FUZ	NM_025129.5
ENST00000484259.3	FXN	NM_000144.5
ENST00000357559.9	FXR1	NM_005087.4
ENST00000250113.12	FXR2	NM_004860.4
ENST00000351325.9	FXYD1	NM_021902.4
ENST00000292079.7	FXYD2	NM_001680.5
ENST00000476166.6	FXYD4	NM_173160.3
ENST00000392219.7	FXYD5	NM_014164.6
ENST00000526014.6	FXYD6	NM_022003.4
ENST00000270310.7	FXYD7	NM_022006.2
ENST00000512982.4	FYB1	NM_001465.6
ENST00000343433.7	FYB2	NM_001004303.5
ENST00000296137.7	FYCO1	NM_024513.4
ENST00000354650.7	FYN	NM_002037.5
ENST00000241502.9	FYTTD1	NM_032288.7
ENST00000287934.4	FZD1	NM_003505.2
ENST00000315323.5	FZD2	NM_001466.4
ENST00000240093.8	FZD3	NM_017412.4
ENST00000531380.2	FZD4	NM_012193.4
ENST00000295417.4	FZD5	NM_003468.4
ENST00000358755.5	FZD6	NM_003506.4
ENST00000286201.3	FZD7	NM_003507.2
ENST00000374694.3	FZD8	NM_031866.3
ENST00000344575.5	FZD9	NM_003508.3
ENST00000441788.7	FZR1	NM_016263.4
ENST00000367029.5	G0S2	NM_015714.4
ENST00000206595.11	G2E3	NM_017769.5
ENST00000356245.8	G3BP1	NM_005754.3
ENST00000359707.9	G3BP2	NM_203505.3
ENST00000253801.7	G6PC	NM_000151.4
ENST00000375363.8	G6PC2	NM_021176.3
ENST00000269097.9	G6PC3	NM_138387.4
ENST00000393562.10	G6PD	NM_001360016.2
ENST00000302262.8	GAA	NM_000152.5
ENST00000361507.5	GAB2	NM_080491.3
ENST00000424127.3	GAB3	NM_001081573.3
ENST00000302386.10	GABARAP	NM_007278.2
ENST00000266458.10	GABARAPL1	NM_031412.4
ENST00000037243.7	GABARAPL2	NM_007285.7
ENST00000377034.9	GABBR1	NM_001470.4
ENST00000259455.4	GABBR2	NM_005458.8
ENST00000400075.4	GABPA	NM_002040.4
ENST00000380877.8	GABPB1	NM_016654.5
ENST00000368918.8	GABPB2	NM_144618.3
ENST00000393943.10	GABRA1	NM_001127644.2
ENST00000381620.9	GABRA2	NM_000807.4
ENST00000370314.9	GABRA3	NM_000808.4
ENST00000264318.4	GABRA4	NM_000809.4
ENST00000335625.10	GABRA5	NM_000810.4
ENST00000274545.10	GABRA6	NM_000811.3
ENST00000295454.8	GABRB1	NM_000812.4
ENST00000393959.6	GABRB2	NM_001371727.1
ENST00000311550.10	GABRB3	NM_000814.6
ENST00000378585.7	GABRD	NM_000815.5
ENST00000370328.4	GABRE	NM_004961.4
ENST00000295452.5	GABRG1	NM_173536.4
ENST00000639213.2	GABRG2	NM_198904.4
ENST00000615808.5	GABRG3	NM_033223.5
ENST00000265294.9	GABRP	NM_014211.3
ENST00000598523.3	GABRQ	NM_018558.4
ENST00000454853.7	GABRR1	NM_002042.5
ENST00000402938.4	GABRR2	NM_002043.5
ENST00000358196.8	GAD1	NM_000817.3
ENST00000376261.8	GAD2	NM_001134366.2
ENST00000370986.9	GADD45A	NM_001924.4
ENST00000215631.9	GADD45B	NM_015675.4
ENST00000252506.11	GADD45G	NM_006705.4
ENST00000316939.3	GADD45GIP1	NM_052850.4
ENST00000314167.9	GAK	NM_005255.4
ENST00000265643.4	GAL	NM_015973.5
ENST00000406361.6	GAL3ST1	NM_001318104.2
ENST00000192314.7	GAL3ST2	NM_022134.3
ENST00000312006.5	GAL3ST3	NM_033036.3
ENST00000360039.9	GAL3ST4	NM_024637.5
ENST00000261304.7	GALC	NM_000153.4
ENST00000617979.5	GALE	NM_001008216.2
ENST00000588479.6	GALK1	NM_000154.2
ENST00000560031.6	GALK2	NM_002044.4
ENST00000272252.10	GALM	NM_138801.3
ENST00000268695.10	GALNS	NM_000512.5
ENST00000297107.11	GALNT10	NM_198321.4
ENST00000430044.7	GALNT11	NM_022087.4
ENST00000375011.4	GALNT12	NM_024642.5
ENST00000392825.8	GALNT13	NM_052917.4
ENST00000349752.10	GALNT14	NM_024572.4
ENST00000339732.10	GALNT15	NM_054110.5
ENST00000448469.8	GALNT16	NM_001168368.2
ENST00000333538.10	GALNT17	NM_022479.3
ENST00000227756.5	GALNT18	NM_198516.3
ENST00000366672.5	GALNT2	NM_004481.5
ENST00000392701.8	GALNT3	NM_004482.4
ENST00000529983.3	GALNT4	NM_003774.5
ENST00000259056.5	GALNT5	NM_014568.3
ENST00000356317.8	GALNT6	NM_007210.4
ENST00000265000.9	GALNT7	NM_017423.3
ENST00000252318.7	GALNT8	NM_017417.2
ENST00000328957.13	GALNT9	NM_001122636.2
ENST00000392800.7	GALNTL5	NM_145292.4
ENST00000506823.6	GALNTL6	NM_001034845.3
ENST00000357330.7	GALP	NM_033106.4
ENST00000299727.5	GALR1	NM_001480.4
ENST00000329003.4	GALR2	NM_003857.4
ENST00000249041.3	GALR3	NM_003614.2
ENST00000378842.8	GALT	NM_000155.4
ENST00000252288.8	GAMT	NM_000156.6
ENST00000648994.2	GAN	NM_022041.4
